schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,partition_seed,tpir_cluster95_low,tpir_cluster95_high,dataset_id,model,compression_profile,source_run_id,family,result_dir,fallback_query_count,fallback_query_fraction,saliency_branch_enabled,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,global_safe,0.01,negative_squared_l2_adc,2164,1688,476,37,466,0.0219194312796208,0.0159439864845173,0.0300659149840008,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,0,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f1e0517ce82e992cabbe32ff\fiqa-continuous-bdceab0b26683a4884160ce7,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_2bin,0.01,negative_squared_l2_adc,2164,1688,476,25,466,0.0148104265402843,0.0100517254132442,0.0217724496830585,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,0,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f1e0517ce82e992cabbe32ff\fiqa-continuous-bdceab0b26683a4884160ce7,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_5bin,0.01,negative_squared_l2_adc,2164,1688,476,16,466,0.0094786729857819,0.0058428562174001,0.0153420240997411,0.9789915966386554,0.9617644856813208,0.9885493974097956,True,False,False,0,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f1e0517ce82e992cabbe32ff\fiqa-continuous-bdceab0b26683a4884160ce7,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,continuous_fiqa,0.01,negative_squared_l2_adc,2164,1688,476,35,466,0.0207345971563981,0.0149462121067096,0.0286994016331058,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,0,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f1e0517ce82e992cabbe32ff\fiqa-continuous-bdceab0b26683a4884160ce7,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,global_safe,0.05,negative_squared_l2_adc,2164,1688,476,125,466,0.0740521327014218,0.0625042760948933,0.0875342854365373,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,0,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f1e0517ce82e992cabbe32ff\fiqa-continuous-bdceab0b26683a4884160ce7,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_2bin,0.05,negative_squared_l2_adc,2164,1688,476,105,466,0.0622037914691943,0.0516461690136706,0.0747495152307344,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,0,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f1e0517ce82e992cabbe32ff\fiqa-continuous-bdceab0b26683a4884160ce7,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_5bin,0.05,negative_squared_l2_adc,2164,1688,476,108,466,0.0639810426540284,0.0532680955316664,0.0766740203057924,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,0,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f1e0517ce82e992cabbe32ff\fiqa-continuous-bdceab0b26683a4884160ce7,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,continuous_fiqa,0.05,negative_squared_l2_adc,2164,1688,476,135,467,0.0799763033175355,0.0679693320265083,0.093890668148435,0.98109243697479,0.9644605166317526,0.990021409806255,False,False,False,0,0.96961115532361,0.9915987360002236,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f1e0517ce82e992cabbe32ff\fiqa-continuous-bdceab0b26683a4884160ce7,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,global_safe,0.1,negative_squared_l2_adc,2164,1688,476,239,466,0.1415876777251185,0.1257692904387519,0.1590336716287244,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,0,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f1e0517ce82e992cabbe32ff\fiqa-continuous-bdceab0b26683a4884160ce7,,,,,,,
2,genuine-score-topk-v2,20,arcface-7972a704552df378345f,fiqa_2bin,0.1,negative_squared_l2_adc,2164,1688,476,234,466,0.1386255924170616,0.1229597717362298,0.1559324710094901,0.9789915966386554,0.9617644856813208,0.9885493974097956,False,False,False,0,0.966367174025526,0.9896913841995072,lfw,arcface,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f1e0517ce82e992cabbe32ff\fiqa-continuous-bdceab0b26683a4884160ce7,,,,,,,
