partition_seed,target_fpir,reference_method,candidate_method,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,bootstrap_seed,dataset_id,model,model_uid,compression_profile,source_run_id,family,result_dir,reference_realized_fpir,candidate_realized_fpir,candidate_fallback_query_count,candidate_target_met,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
8972,0.01,global_safe,fiqa_2bin,fpir,37,33,33,1688,-0.0023696682464454,-0.0047393364928909,-0.0005924170616113,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,global_safe,fiqa_2bin,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,global_safe,fiqa_5bin,fpir,37,32,32,1688,-0.0029620853080568,-0.0059241706161137,-0.0005924170616113,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,global_safe,fiqa_5bin,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,global_safe,continuous_fiqa,fpir,37,38,37,1688,0.0005924170616113,0.0,0.0017772511848341,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,global_safe,continuous_fiqa,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,fiqa_2bin,fiqa_5bin,fpir,33,32,28,1688,-0.0005924170616113,-0.0041469194312796,0.0029620853080568,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,fiqa_2bin,fiqa_5bin,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,fiqa_2bin,continuous_fiqa,fpir,33,38,33,1688,0.0029620853080568,0.0005924170616113,0.0059241706161137,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,fiqa_2bin,continuous_fiqa,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,fiqa_5bin,continuous_fiqa,fpir,32,38,32,1688,0.0035545023696682,0.0011848341232227,0.0065165876777251,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.01,fiqa_5bin,continuous_fiqa,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,global_safe,fiqa_2bin,fpir,109,113,99,1688,0.0023696682464454,-0.0035545023696682,0.0082938388625592,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,global_safe,fiqa_2bin,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,global_safe,fiqa_5bin,fpir,109,97,95,1688,-0.0071090047393364,-0.0118483412322274,-0.0029620853080568,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,global_safe,fiqa_5bin,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,global_safe,continuous_fiqa,fpir,109,105,98,1688,-0.0023696682464454,-0.0071090047393364,0.0023696682464454,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,global_safe,continuous_fiqa,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,fiqa_2bin,fiqa_5bin,fpir,113,97,91,1688,-0.0094786729857819,-0.0159952606635071,-0.0035545023696682,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,fiqa_2bin,fiqa_5bin,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,fiqa_2bin,continuous_fiqa,fpir,113,105,88,1688,-0.0047393364928909,-0.0124407582938388,0.0029620853080568,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,fiqa_2bin,continuous_fiqa,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,fiqa_5bin,continuous_fiqa,fpir,97,105,87,1688,0.0047393364928909,-0.0011848341232227,0.0112559241706161,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.05,fiqa_5bin,continuous_fiqa,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,global_safe,fiqa_2bin,fpir,201,202,184,1688,0.0005924170616113,-0.0065165876777251,0.0077014218009478,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,global_safe,fiqa_2bin,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,global_safe,fiqa_5bin,fpir,201,190,175,1688,-0.0065165876777251,-0.0136255924170616,0.0011848341232227,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,global_safe,fiqa_5bin,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,global_safe,continuous_fiqa,fpir,201,197,188,1688,-0.0023696682464454,-0.0077014218009478,0.0029620853080568,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,global_safe,continuous_fiqa,tpir_at_rank_k,466,466,466,476,0.0,0.0,0.0,mated_identity_cluster,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
8972,0.1,fiqa_2bin,fiqa_5bin,fpir,202,190,179,1688,-0.0071090047393364,-0.0136255924170616,0.0,query,2000,8972,lfw,arcface,arcface-7972a704552df378345f,pq_512_m128_b8,20260902-R001-6c8b08b1,fiqa,C:\ronbun\results\calibration\matrix\jobs\job-f89a04e4e125d7ec0ee23d0b\fiqa-continuous-343afa889a5ef1d31e8b123f,,,,,,,,
